0,0.0,0.0,0.0,0.0,0.0,0.0,1.98841e30,0.09,yellow,Sun,0
1,-7.3360953458583e8,-7.8535776230127e8,2.4763339970757e7,1.2560608404460e1,-4.0896885934101,-2.1597435963821e-1,1.98841e30,0.09,yellow,Sun,0
1,8.815655261881426e9,-6.848100877829707e10,-6.383326051013235e9,3.847743632925000e4,9.297875142128023e3,-2.768077747009409e3,3.302e23,0.02,gray,Mer,30
1,-6.2471325971922e10,-8.9829010760856e10,2.3637438190712e9,2.8548260347235e4,-2.0119938167307e4,-1.9230858482977e3,4.86850e24,0.03,orange,Ven,60
1,-1.2446579399925e11,-8.6440912992370e10,3.0550425834626e7,1.6484670553324e4,-2.4620729875325e4,-3.2343664159384e-2,5.97219e24,0.04,blue,Ear,90
1,-2.3432512960716e11,8.5668274992234e10,7.5647719380933e9,-7.4905129038196e3,-2.0656783439921e4,-2.4903112474481e2,6.41710e23,0.03,red,Mar,120
1,2.8073283752176e10,7.6479968987877e11,-3.7999567112093e9,-1.3207564690262e4,1.0997963747155e3,2.9091201442300e2,1.89819e27,0.06,orange,Jup,150
1,1.4236464553304e12,-1.7089102098136e11,-5.3711277049394e10,6.1686848085026e2,9.5699994390755e3,-1.9086881979391e2,5.68340e26,0.05,green,Sat,180
1,1.6040896945596e12,2.4413004622454e12,-1.1714302557415e10,-5.7411382842673e3,3.4220891448126e3,8.7123577193333e1,8.68130e25,0.05,cyan,Ura,210
1,4.4695855901464e12,-4.1761764563854e10,-1.0214617483986e11,1.4287768629848e1,5.4673824002405e3,-1.1229290564441e2,1.02409e26,0.04,green,Nep,240
1,-2.936439997739e12,4.0949916568483e12,-1.4830330343896e12,8.3736415371605e2,3.8246982548192e2,1.6603940433458e2,2.00000e14,0.02,red,Hal,270
1,-1.1861607944755E+12,-1.7594447738191E+12,2.6274429450890E+11,-3.9720404346230E+02,-6.7238134670156E+03,-3.3733514868419E+02,5.50000E+13,0.02,olive,38P,300
0,-2.9827574288376E+11,8.3008967544342E+10,-1.7571131438143E+10,-1.8591308304827E+04,-1.2545626035965E+04,-1.1256401879531E+03,2.80000E+08,0.02,cyan,YR4,330
